,id,amount_tsh,days_since_recorded,funder,gps_height,installer,basin,region_code,population,public_meeting,permit,extraction_type_class,management,payment_type,water_quality,quality_group,quantity,source,source_class,waterpoint_type_group,construction_periods
10124,2578,0.0,408,other,0,other,Lake Tanganyika,14,0,True,True,other,vwc,never pay,salty,salty,enough,shallow well,groundwater,other,unknown
10125,63534,0.0,334,other,952,DWE,Pangani,3,120,False,True,gravity,vwc,unknown,soft,good,insufficient,spring,groundwater,communal standpipe,1970-1979
10126,70160,0.0,991,other,62,other,Wami / Ruvu,6,120,True,True,submersible,trust,never pay,salty,salty,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
10127,65946,50.0,243,other,1431,DWE,Pangani,2,200,True,True,gravity,vwc,per bucket,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
10128,65908,0.0,857,other,0,Government,Lake Rukwa,12,0,False,True,submersible,vwc,per bucket,soft,good,enough,river,surface,communal standpipe,unknown
10129,19025,100.0,994,other,280,DWE,Rufiji,5,256,True,True,handpump,vwc,annually,soft,good,enough,shallow well,groundwater,hand pump,1990-1999
10130,53654,20.0,996,other,0,DWE,Pangani,4,1,True,True,submersible,vwc,per bucket,salty,salty,insufficient,other,unknown,hand pump,2000-2009
10131,26930,0.0,410,other,0,DWE,Lake Tanganyika,14,0,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10132,38870,0.0,852,other,0,other,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,seasonal,shallow well,groundwater,hand pump,unknown
10133,9991,50.0,306,other,237,other,Ruvuma / Southern Coast,9,400,True,True,submersible,vwc,per bucket,soft,good,insufficient,machine dbh,groundwater,communal standpipe,1980-1989
10134,36580,25.0,1010,other,1751,other,Rufiji,11,700,True,True,handpump,vwc,per bucket,soft,good,enough,machine dbh,groundwater,hand pump,2000-2009
10135,52494,0.0,313,other,5,DWE,Ruvuma / Southern Coast,80,453,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,1980-1989
10136,12054,500.0,1034,other,427,other,Wami / Ruvu,5,260,True,True,other,wug,monthly,coloured,colored,insufficient,shallow well,groundwater,other,1980-1989
10137,28427,0.0,858,Danida,0,other,Lake Nyasa,12,0,True,True,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,unknown
10138,50614,20.0,993,other,174,other,Wami / Ruvu,6,100,True,True,submersible,wua,per bucket,soft,good,enough,river,surface,communal standpipe,2000-2009
10139,2456,0.0,876,other,0,DWE,Lake Tanganyika,18,0,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,unknown
10140,27366,0.0,865,other,0,other,Lake Victoria,18,0,True,False,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
10141,38417,0.0,995,other,0,other,Rufiji,1,0,True,True,submersible,vwc,per bucket,soft,good,insufficient,machine dbh,groundwater,communal standpipe,unknown
10142,57240,200.0,301,other,1753,other,Internal,21,197,True,True,handpump,vwc,monthly,soft,good,enough,machine dbh,groundwater,hand pump,1990-1999
10143,69146,0.0,394,Hesawa,1353,DWE,Lake Victoria,20,250,True,False,other,wug,unknown,salty,salty,seasonal,shallow well,groundwater,other,1980-1989
10144,36139,0.0,420,other,0,other,Internal,17,0,True,False,handpump,wug,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10145,44846,1000.0,123,Danida,455,Danida,Lake Nyasa,10,120,True,True,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
10146,41853,0.0,861,other,0,DWE,Lake Victoria,18,0,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,unknown
10147,71306,200.0,982,other,926,DWE,Rufiji,5,300,True,True,gravity,wug,monthly,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
10148,48902,0.0,302,other,1454,DWE,Pangani,2,200,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
10149,58072,2000.0,1016,Danida,1860,DWE,Rufiji,11,0,True,True,handpump,vwc,annually,soft,good,enough,hand dtw,groundwater,hand pump,unknown
10150,24744,0.0,248,other,1499,DWE,Pangani,2,150,True,True,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
10151,70781,0.0,978,other,0,other,Rufiji,12,0,True,False,gravity,vwc,never pay,soft,good,insufficient,river,surface,communal standpipe,unknown
10152,7736,20.0,991,other,-19,other,Wami / Ruvu,6,20,True,False,handpump,wug,per bucket,soft,good,enough,shallow well,groundwater,hand pump,2000-2009
10153,37497,100.0,259,other,44,other,Wami / Ruvu,7,20,True,False,motorpump,other - school,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
10154,10671,0.0,1016,Danida,1897,DWE,Rufiji,11,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10155,47335,0.0,1003,other,1655,other,Lake Nyasa,11,15,True,False,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,1990-1999
10156,30147,0.0,967,other,0,DWE,Wami / Ruvu,1,0,True,False,motorpump,vwc,never pay,soft,good,dry,machine dbh,groundwater,communal standpipe,unknown
10157,7026,0.0,425,other,0,other,Lake Victoria,17,0,True,False,handpump,vwc,never pay,salty,salty,seasonal,machine dbh,groundwater,hand pump,unknown
10158,24229,1000.0,1015,other,1727,other,Rufiji,11,170,True,True,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10159,29451,0.0,860,other,0,other,Lake Victoria,19,0,True,True,other,vwc,never pay,soft,good,enough,shallow well,groundwater,other,unknown
10160,50016,0.0,864,other,0,other,Lake Victoria,19,0,False,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10161,20397,0.0,296,Rwssp,0,DWE,Lake Victoria,17,0,True,True,other,vwc,unknown,milky,milky,seasonal,shallow well,groundwater,other,unknown
10162,48840,0.0,301,other,1079,DWE,Lake Tanganyika,16,6000,True,True,handpump,vwc,unknown,soft,good,enough,shallow well,groundwater,hand pump,2000-2009
10163,56020,0.0,404,Hesawa,1174,other,Lake Victoria,20,300,False,False,handpump,vwc,unknown,soft,good,enough,shallow well,groundwater,communal standpipe,2000-2009
10164,52122,3000.0,309,other,1035,DWE,Lake Tanganyika,16,417,True,True,gravity,vwc,annually,soft,good,enough,river,surface,communal standpipe,1970-1979
10165,18322,0.0,995,Danida,1914,DWE,Rufiji,11,0,True,True,handpump,vwc,on failure,soft,good,enough,hand dtw,groundwater,hand pump,unknown
10166,51296,0.0,305,other,1928,other,Internal,21,637,True,True,handpump,parastatal,never pay,soft,good,enough,machine dbh,groundwater,hand pump,2000-2009
10167,33951,300.0,307,other,1332,DWE,Lake Victoria,17,500,True,False,handpump,wug,on failure,soft,good,insufficient,shallow well,groundwater,hand pump,1990-1999
10168,10116,20.0,287,other,1009,other,Pangani,21,200,True,True,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
10169,39021,30.0,1009,other,52,other,Wami / Ruvu,60,517,True,False,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
10170,28269,200.0,295,other,965,DWE,Lake Tanganyika,16,600,True,True,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,1980-1989
10171,25176,0.0,831,Hesawa,0,DWE,Lake Victoria,19,0,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10172,51108,0.0,1005,other,42,other,Wami / Ruvu,60,1600,True,False,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,2000-2009
10173,57511,500.0,987,other,271,DWE,Rufiji,5,150,True,True,submersible,vwc,monthly,soft,good,insufficient,machine dbh,groundwater,communal standpipe,1990-1999
10174,131,0.0,265,other,1665,other,Pangani,3,150,True,True,gravity,vwc,never pay,soft,good,enough,river,surface,communal standpipe,1990-1999
10175,20818,200.0,288,Danida,1062,Danida,Lake Nyasa,10,360,True,False,other,wug,monthly,soft,good,insufficient,shallow well,groundwater,other,1980-1989
10176,18685,1000.0,1004,Danida,1414,other,Rufiji,11,250,True,True,gravity,vwc,monthly,soft,good,enough,rainwater harvesting,surface,communal standpipe,1980-1989
10177,59708,0.0,870,other,0,DWE,Lake Victoria,18,0,True,True,other,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
10178,8780,0.0,961,other,0,DWE,Internal,1,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10179,57850,0.0,880,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10180,19520,0.0,858,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10181,55299,500.0,975,other,1514,other,Rufiji,11,40,True,False,handpump,vwc,monthly,soft,good,enough,hand dtw,groundwater,hand pump,2000-2009
10182,19421,0.0,882,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
10183,6806,0.0,854,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,insufficient,spring,groundwater,communal standpipe,unknown
10184,19429,0.0,761,other,2176,other,Lake Nyasa,11,40,True,False,gravity,private operator,on failure,soft,good,insufficient,spring,groundwater,communal standpipe,1990-1999
10185,44568,0.0,314,World Bank,1142,other,Lake Victoria,20,250,True,True,gravity,vwc,unknown,soft,good,unknown,lake,surface,communal standpipe,2010-2013
10186,17311,0.0,288,other,1349,other,Pangani,3,1,True,True,gravity,company,monthly,soft,good,insufficient,spring,groundwater,communal standpipe,1970-1979
10187,7827,0.0,412,Rwssp,0,other,Internal,17,0,True,True,handpump,wug,never pay,soft,good,seasonal,shallow well,groundwater,hand pump,unknown
10188,67221,0.0,252,other,1456,other,Pangani,3,1,True,True,gravity,water board,monthly,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
10189,69803,0.0,409,other,0,other,Internal,17,0,True,False,handpump,wug,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10190,39771,0.0,284,other,685,DWE,Rufiji,10,1,True,True,handpump,vwc,on failure,soft,good,seasonal,shallow well,groundwater,hand pump,2000-2009
10191,54206,500.0,313,other,317,other,Ruvuma / Southern Coast,80,186,False,False,submersible,vwc,per bucket,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
10192,70278,0.0,318,other,332,other,Ruvuma / Southern Coast,8,230,True,False,other,vwc,never pay,unknown,unknown,dry,hand dtw,groundwater,communal standpipe,unknown
10193,11631,600.0,309,other,829,DWE,Lake Tanganyika,16,125,True,True,gravity,vwc,monthly,soft,good,enough,river,surface,communal standpipe,2000-2009
10194,47897,0.0,970,other,0,Government,Lake Rukwa,12,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10195,54184,50.0,320,Rwssp,1137,other,Internal,13,265,True,True,submersible,wua,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
10196,21662,0.0,407,other,1375,other,Lake Victoria,17,300,True,False,handpump,wug,never pay,soft,good,enough,shallow well,groundwater,hand pump,2000-2009
10197,22557,0.0,1008,other,65,DWE,Wami / Ruvu,6,50,True,True,handpump,vwc,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,2010-2013
10198,61755,0.0,998,other,0,other,Internal,1,0,True,True,handpump,vwc,never pay,salty,salty,enough,shallow well,groundwater,hand pump,unknown
10199,29977,0.0,286,other,1365,other,Lake Victoria,20,834,False,False,gravity,other,unknown,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,2010-2013
10200,28121,0.0,405,other,0,other,Lake Tanganyika,14,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10201,61978,10.0,283,other,924,other,Pangani,3,350,True,True,gravity,water board,per bucket,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
10202,71029,0.0,987,other,416,DWE,Pangani,4,350,True,False,handpump,vwc,never pay,salty,salty,enough,shallow well,groundwater,hand pump,2000-2009
10203,59965,0.0,871,Danida,0,other,Lake Nyasa,12,0,True,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,unknown
10204,71545,1000.0,731,other,2156,other,Lake Nyasa,11,20,True,True,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
10205,41633,1000.0,1000,other,337,RWE,Wami / Ruvu,5,20,True,True,handpump,vwc,monthly,soft,good,enough,shallow well,groundwater,hand pump,1980-1989
10206,39352,0.0,979,other,0,Commu,Internal,1,0,True,False,motorpump,private operator,per bucket,soft,good,dry,machine dbh,groundwater,communal standpipe,unknown
10207,31151,10.0,182,other,1084,DWE,Pangani,2,150,True,True,gravity,vwc,per bucket,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10208,66436,1500.0,294,other,735,other,Pangani,3,50,True,True,submersible,wua,monthly,soft,good,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
10209,63946,0.0,265,other,1570,DWE,Pangani,2,200,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10210,3593,0.0,980,other,0,other,Lake Nyasa,12,0,True,False,handpump,vwc,unknown,salty,salty,insufficient,machine dbh,groundwater,hand pump,unknown
10211,26620,0.0,304,other,0,DWE,Lake Victoria,17,0,False,False,handpump,wug,unknown,soft,good,enough,shallow well,groundwater,hand pump,unknown
10212,38188,25.0,992,other,-15,other,Wami / Ruvu,6,50,True,False,submersible,vwc,per bucket,coloured,colored,enough,river,surface,communal standpipe,1990-1999
10213,34213,0.0,280,other,1563,DWE,Pangani,3,50,True,True,gravity,vwc,unknown,soft,good,enough,spring,groundwater,communal standpipe,1970-1979
10214,21118,0.0,984,other,0,other,Wami / Ruvu,1,0,True,False,gravity,vwc,annually,soft,good,dry,spring,groundwater,communal standpipe,unknown
10215,4549,500.0,1010,other,1701,DWE,Rufiji,11,80,True,False,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10216,53298,0.0,264,other,1270,other,Pangani,2,49,True,True,gravity,vwc,unknown,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
10217,71996,0.0,872,other,0,DWE,Lake Victoria,18,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10218,26116,0.0,1017,other,1715,DWE,Rufiji,11,0,True,True,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,2000-2009
10219,49245,0.0,863,Hesawa,0,DWE,Lake Victoria,19,0,True,True,motorpump,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,unknown
10220,35201,6.0,275,other,1347,DWE,Pangani,3,40,True,True,gravity,parastatal,per bucket,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10221,60753,0.0,970,other,0,other,Lake Rukwa,12,0,True,False,handpump,vwc,on failure,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10222,62945,0.0,320,other,210,other,Ruvuma / Southern Coast,80,1350,True,False,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,2010-2013
10223,53722,0.0,982,World Bank,215,other,Wami / Ruvu,5,200,True,True,gravity,vwc,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,2000-2009
10224,364,0.0,1004,other,348,other,Wami / Ruvu,5,1,True,True,rope pump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,2010-2013
10225,53340,0.0,867,other,0,other,Lake Rukwa,12,0,True,False,handpump,vwc,on failure,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10226,37073,500.0,862,Hesawa,1151,DWE,Lake Victoria,19,250,True,True,handpump,vwc,on failure,soft,good,insufficient,shallow well,groundwater,hand pump,2000-2009
10227,21170,0.0,988,other,1517,other,Pangani,4,1,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10228,2000,1000.0,985,other,342,DWE,Rufiji,5,253,True,True,handpump,vwc,monthly,soft,good,enough,shallow well,groundwater,hand pump,2010-2013
10229,6847,0.0,841,other,0,other,Lake Tanganyika,19,0,True,True,handpump,vwc,monthly,soft,good,insufficient,machine dbh,groundwater,hand pump,unknown
10230,64167,0.0,298,other,1306,other,Rufiji,13,560,True,False,motorpump,vwc,never pay,salty,salty,enough,machine dbh,groundwater,communal standpipe,1970-1979
10231,22019,0.0,278,Danida,1313,Danida,Lake Nyasa,10,30,False,True,gravity,vwc,unknown,soft,good,dry,spring,groundwater,communal standpipe,1990-1999
10232,29755,200.0,308,other,1506,other,Internal,13,215,True,True,handpump,vwc,on failure,soft,good,enough,shallow well,groundwater,hand pump,1990-1999
10233,24897,500.0,1006,other,2133,other,Rufiji,11,30,True,False,submersible,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10234,53849,0.0,384,Rwssp,0,other,Lake Victoria,17,0,True,True,handpump,wug,never pay,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10235,41234,200.0,995,other,855,DWE,Rufiji,5,300,True,True,gravity,vwc,monthly,soft,good,dry,river,surface,communal standpipe,1980-1989
10236,58249,0.0,851,other,0,Government,Lake Victoria,19,0,True,True,gravity,vwc,unknown,unknown,unknown,dry,other,unknown,communal standpipe,unknown
10237,5760,0.0,274,other,1630,other,Pangani,3,1,True,True,gravity,company,monthly,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
10238,34643,0.0,399,other,1278,other,Lake Victoria,20,300,False,False,submersible,company,never pay,salty,salty,enough,machine dbh,groundwater,communal standpipe,2010-2013
10239,45589,0.0,987,other,0,other,Wami / Ruvu,5,1050,True,True,handpump,vwc,never pay,salty,salty,insufficient,shallow well,groundwater,hand pump,1990-1999
10240,912,0.0,1005,other,335,RWE,Wami / Ruvu,5,230,True,True,other,vwc,never pay,soft,good,enough,shallow well,groundwater,other,1970-1979
10241,35302,0.0,852,other,0,DWE,Lake Victoria,18,0,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10242,38801,0.0,30,other,1537,other,Internal,2,90,True,False,gravity,wua,unknown,soft,good,insufficient,rainwater harvesting,surface,communal standpipe,2000-2009
10243,25332,3000.0,993,other,1025,other,Lake Nyasa,11,86,True,False,gravity,vwc,monthly,soft,good,enough,rainwater harvesting,surface,communal standpipe,1980-1989
10244,16840,0.0,416,other,0,other,Lake Tanganyika,14,0,True,True,handpump,vwc,monthly,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10245,13684,0.0,263,other,1085,other,Ruvuma / Southern Coast,10,5600,False,True,handpump,other,on failure,soft,good,seasonal,shallow well,groundwater,hand pump,2000-2009
10246,72162,0.0,266,other,1313,other,Pangani,2,430,True,False,other,water board,never pay,soft,good,enough,machine dbh,groundwater,other,2010-2013
10247,30220,10.0,301,other,-12,other,Ruvuma / Southern Coast,9,1560,True,True,submersible,private operator,per bucket,unknown,unknown,dry,machine dbh,groundwater,communal standpipe,2000-2009
10248,71433,0.0,990,other,275,DWE,Rufiji,5,50,True,True,gravity,vwc,never pay,unknown,unknown,insufficient,river,surface,communal standpipe,2000-2009
10249,45345,0.0,310,other,0,DWE,Lake Victoria,17,0,False,False,handpump,wug,unknown,soft,good,enough,shallow well,groundwater,hand pump,unknown
10250,71586,500.0,213,other,1221,DWE,Pangani,3,55,True,True,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10251,12737,0.0,972,other,0,Government,Lake Rukwa,12,0,True,True,motorpump,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,unknown
10252,45091,0.0,426,other,0,other,Internal,17,0,True,False,handpump,wug,per bucket,salty,salty,insufficient,shallow well,groundwater,hand pump,unknown
10253,7357,0.0,982,other,323,other,Rufiji,5,90,True,True,submersible,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
10254,64285,0.0,851,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10255,26149,0.0,869,other,0,DWE,Lake Tanganyika,18,0,True,True,handpump,vwc,monthly,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10256,65267,0.0,322,other,1064,other,Internal,13,478,True,True,gravity,parastatal,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe,2010-2013
10257,30909,0.0,311,other,0,other,Lake Tanganyika,14,0,True,False,handpump,vwc,on failure,soft,good,enough,shallow well,groundwater,hand pump,unknown
10258,55191,0.0,961,other,0,other,Rufiji,12,0,True,True,other,vwc,never pay,salty,salty,enough,machine dbh,groundwater,other,unknown
10259,66174,0.0,414,other,1263,other,Lake Victoria,20,312,False,False,gravity,parastatal,unknown,soft,good,enough,rainwater harvesting,surface,communal standpipe,1990-1999
10260,2852,0.0,873,other,0,DWE,Lake Victoria,18,0,True,True,other,vwc,on failure,soft,good,insufficient,spring,groundwater,improved spring,unknown
10261,20244,300.0,282,Danida,445,Danida,Ruvuma / Southern Coast,10,1,True,False,handpump,vwc,monthly,soft,good,enough,machine dbh,groundwater,hand pump,1980-1989
10262,43495,0.0,844,other,0,other,Lake Victoria,19,0,True,True,other,vwc,never pay,soft,good,enough,shallow well,groundwater,other,unknown
10263,57193,0.0,847,Hesawa,0,other,Lake Victoria,19,0,True,True,handpump,vwc,on failure,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10264,21818,0.0,313,other,284,other,Ruvuma / Southern Coast,80,250,True,True,submersible,vwc,never pay,soft,good,insufficient,dam,surface,communal standpipe,unknown
10265,63359,3000.0,991,other,1894,DWE,Lake Nyasa,11,49,True,False,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
10266,69346,0.0,1010,other,43,other,Wami / Ruvu,60,735,True,False,submersible,vwc,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
10267,7191,0.0,970,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10268,22787,0.0,310,other,1596,other,Internal,13,1,True,False,other,vwc,unknown,unknown,unknown,dry,shallow well,groundwater,other,1990-1999
10269,70663,0.0,357,other,0,other,Lake Tanganyika,14,0,False,True,handpump,vwc,never pay,milky,milky,enough,shallow well,groundwater,hand pump,unknown
10270,27137,500.0,992,other,1820,other,Rufiji,11,65,True,True,gravity,vwc,monthly,soft,good,enough,spring,groundwater,communal standpipe,2010-2013
10271,71027,0.0,310,other,228,other,Ruvuma / Southern Coast,8,75,True,False,other,vwc,never pay,soft,good,seasonal,rainwater harvesting,surface,other,2000-2009
10272,6246,30.0,1014,other,-14,other,Wami / Ruvu,60,740,True,False,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2010-2013
10273,18109,0.0,259,Danida,1561,Danida,Lake Nyasa,10,30,False,True,gravity,vwc,never pay,soft,good,dry,spring,groundwater,communal standpipe,1990-1999
10274,60896,0.0,1012,other,-3,other,Wami / Ruvu,6,5,True,True,motorpump,private operator,never pay,soft,good,enough,river,surface,communal standpipe,2000-2009
10275,67951,0.0,394,Hesawa,1336,DWE,Lake Victoria,20,180,True,False,other,wug,unknown,milky,milky,enough,shallow well,groundwater,other,1980-1989
10276,11645,0.0,410,other,0,DWE,Lake Tanganyika,17,0,True,True,handpump,wug,unknown,soft,good,insufficient,shallow well,groundwater,hand pump,unknown
10277,39245,0.0,965,other,0,other,Lake Rukwa,12,0,True,False,handpump,vwc,on failure,soft,good,enough,shallow well,groundwater,hand pump,unknown
10278,11979,0.0,1009,other,329,DWE,Wami / Ruvu,5,10,True,True,other,vwc,never pay,soft,good,insufficient,shallow well,groundwater,other,1980-1989
10279,70097,0.0,314,other,89,other,Ruvuma / Southern Coast,80,435,False,False,handpump,parastatal,never pay,soft,good,insufficient,machine dbh,groundwater,hand pump,2010-2013
10280,71971,50.0,318,other,25,DWE,Ruvuma / Southern Coast,80,470,True,False,submersible,vwc,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
10281,58935,300.0,272,other,1330,other,Pangani,3,35,True,True,gravity,vwc,monthly,soft,good,insufficient,spring,groundwater,communal standpipe,2000-2009
10282,14900,0.0,854,other,1675,other,Lake Tanganyika,15,170,True,True,gravity,private operator,never pay,soft,good,insufficient,river,surface,communal standpipe,2000-2009
10283,11977,50.0,987,other,8,other,Wami / Ruvu,6,40,True,True,submersible,private operator,per bucket,soft,good,enough,river,surface,communal standpipe,2010-2013
10284,15008,0.0,321,Hesawa,1141,DWE,Lake Victoria,20,350,False,False,other,wug,unknown,salty,salty,dry,shallow well,groundwater,other,1990-1999
10285,28628,0.0,993,other,188,DWE,Wami / Ruvu,5,500,True,True,handpump,vwc,never pay,unknown,unknown,unknown,shallow well,groundwater,hand pump,1980-1989
10286,36240,0.0,858,Danida,0,DWE,Lake Victoria,18,0,True,False,handpump,vwc,never pay,soft,good,enough,shallow well,groundwater,hand pump,unknown
10287,15945,0.0,960,World Bank,0,other,Wami / Ruvu,5,279,True,True,submersible,vwc,never pay,salty,salty,insufficient,machine dbh,groundwater,communal standpipe,2000-2009
10288,38705,0.0,275,other,951,other,Ruvuma / Southern Coast,10,1,False,True,gravity,vwc,unknown,soft,good,dry,spring,groundwater,communal standpipe,1980-1989
10289,1121,0.0,994,other,2151,other,Lake Nyasa,11,60,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10290,14708,0.0,880,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10291,14151,300.0,280,other,1385,other,Pangani,3,50,True,True,gravity,water board,other,soft,good,enough,spring,groundwater,communal standpipe,1990-1999
10292,7318,0.0,310,other,396,other,Ruvuma / Southern Coast,80,560,True,True,gravity,private operator,never pay,soft,good,enough,spring,groundwater,communal standpipe,1980-1989
10293,63612,1000.0,307,other,1238,Government,Lake Tanganyika,16,540,True,True,gravity,water board,annually,soft,good,enough,river,surface,communal standpipe,1970-1979
10294,3321,250.0,313,other,1144,other,Lake Tanganyika,16,542,True,True,gravity,vwc,monthly,soft,good,enough,river,surface,communal standpipe,2000-2009
10295,73632,3000.0,857,World Bank,849,DWE,Lake Rukwa,15,500,True,True,gravity,vwc,annually,soft,good,enough,spring,groundwater,communal standpipe,2000-2009
10296,72355,0.0,856,other,0,other,Lake Nyasa,12,0,True,True,gravity,vwc,never pay,soft,good,enough,spring,groundwater,communal standpipe,unknown
10297,63841,50.0,996,other,171,other,Wami / Ruvu,6,20,False,True,submersible,private operator,per bucket,soft,good,enough,river,surface,communal standpipe,2000-2009
10298,18006,0.0,986,other,677,other,Pangani,4,100,True,False,gravity,vwc,never pay,soft,good,enough,river,surface,communal standpipe,1990-1999
10299,13220,0.0,964,other,0,other,Lake Nyasa,12,0,True,False,gravity,vwc,unknown,soft,good,enough,spring,groundwater,communal standpipe,unknown
10300,52088,5000.0,306,other,1166,other,Lake Rukwa,15,120,True,True,handpump,vwc,annually,soft,good,enough,machine dbh,groundwater,hand pump,1980-1989
10301,14865,0.0,259,other,1446,DWE,Internal,2,750,True,True,gravity,vwc,on failure,soft,good,insufficient,machine dbh,groundwater,cattle trough,2000-2009
10302,66261,50.0,1014,other,139,other,Rufiji,60,1,False,True,motorpump,private operator,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe,2000-2009
10303,50644,0.0,307,other,0,other,Lake Victoria,17,0,False,False,handpump,wug,unknown,soft,good,enough,shallow well,groundwater,hand pump,unknown
